name,state,city
Academia Maison D'Esthetique,PR,Santurce
Colegio Tecnologico y Comercial de Puerto Rico,PR,Aguada
Quality Technical and Beauty College,PR,Bayamon
D'Mart Institute,PR,Barranquitas
Automeca Technical College,PR,Aguadilla
Puerto Rico Barber College,PR,Fajardo
Instituto Irma Valentin - Manati,PR,Manati
A1 Business and Technical College,PR,Caguas
Escuela de Peritos Electricitas de Isabela,PR,Isabela
Globelle Technical Institute,PR,Vega Baja
Academia Serrant Inc,PR,Ponce
Professional Electric School,PR,Manati
Nova College de Puerto Rico,PR,Bayamon
Academia Vocational Del Turabo,PR,Caguas
San Juan Bautista School of Medicine,PR,Caguas
"Colegio Cinematografia, Artes y Television",PR,Bayamon
John Dewey College - San Juan,PR,Hato Rey
Trinity College of Puerto Rico,PR,Ponce
Rogies School of Beauty Culture-Caguas,PR,Caguas
Puerto Rico Department of Health Dietetic Internship,PR,San Juan
Universal Career Community College - Santurce,PR,Santurce
Monteclaro Escuela de Hoteleria y Artes Culinarias,PR,Rio Grande
Puerto Rico Tech Junior College - Mayaguez,PR,Mayaguez
Modern Hairstyling Institute - Carolina,PR,Carolina
IVAEM College,PR,Caguas
Politec Institute,PR,Ponce
Atenas College,PR,Manati
Centro de Capacitacion y Asesoramiento Vetelba,PR,Arecibo
Universidad Pentecostal Mizpa,PR,San Juan
Caribbean Forensic and Technical College,PR,Rio Piedras
American Technological College,PR,San Juan
National Fashion and Beauty College,PR,Rio Piedras
Instituto Pre-Vocacional e Indust de Puerto Rico,PR,Arecibo
Charlie's Guard-Detective Bureau and Academy Inc,PR,Aguadilla
Bayamon Community College,PR,Bayamon
Cambridge Technical Institute,PR,San Juan
Advance Tech College,PR,Bayamon
Escuela Hotelera de San Juan,PR,Hato Rey
Industrial Technical College,PR,Humacao
Institute of Beauty Occupations and Technology,PR,Moca
Leston College,PR,Bayamon
Colegio Tecnico de Electricidad Galloza,PR,Aguada
Aguadilla Technological College,PR,Rio Piedras
American Technological College - Ponce,PR,Ponce
D'Mart Institute - Corozal,PR,Corozal
Educational Technical College - Coamo,PR,Coamo
Instituto de Educacion Tecnica Ocupacional La Reine - Aguadilla,PR,Aguadilla
Instituto de Educacion Vocacional - Morovis,PR,Morovis
Universal Career Community College - Manati,PR,Manati
Universal Career Community College - Humacao,PR,Humacao
Universal Technology College of Puerto Rico - Camuy,PR,Camuy
Electronic Data Processing College of Puerto Rico,PR,Hato Rey
Columbia Centro Universitario,PR,Caguas
Instituto Irma Valentin,PR,Arecibo
Instituto Irma Valentin - Santurce,PR,Catano
Rogie's School of Beauty Culture,PR,San Juan
Rosslyn Training Academy of Cosmetology Inc.,PR,Aguada
Instituto de Banca y Comercio - Hato Rey,PR,Hato Rey
Institute of Beauty Careers-Manati,PR,Manati
Instituto Irma Valentin - Moca,PR,Moca
Instituto Postsecundario de Educacion a Distancia,PR,Caguas
Allegro Music College,PR,Santurce
Ponce Technical School - Arecibo,PR,Arecibo
Carib Technological Institute,PR,Bayamon
Centro de Capacitacion y Asesoramiento,PR,Caguas
Centro de Estudios Multidisciplinarios - Bayamon,PR,Bayamon
D'Mart Institute - Ponce,PR,Ponce
Educational Technical College - San Sebastian,PR,San Sebastian
Instituto de Educacion Tecnica,PR,Aguadilla
Instituto Irma Valentin - Caguas,PR,Caguas
International Junior College - Humacao,PR,Humacao
Ramirez College of Business & Technology - Mayaguez,PR,Mayaguez
Ramirez College of Business & Technology - San Juan,PR,San Juan
Academia Morales,PR,Aguada
Dominican Study Center of the Caribbean,PR,Bayamon
"Centro de Capacitacion y Asesoramiento, Vetelba",PR,Aguadilla
RTP Hispanic American College,PR,Caquas
Instituto de Banca y Comercio -  Aguadilla,PR,Aguadilla
MyrAngel Beauty Institute,PR,San Lorenzo
Liberty Technical College,PR,Cayey
San Juan VAMC Residency in Geriatrics and Visual Impairment Rehabilitation,PR,San Juan
"Veterans Affairs Medical Center, San Juan - PR Dental General Practice Residency 12 Months",PR,San Juan
World Training Academy,PR,Bayamon
"ASPIRA, Inc. de Puerto Rico",PR,San Juan
Escuela Tecnica De Electricidad,PR,Ponce
Mech-Tech College fka Caguas Inst. of Mechanical Technolog,PR,Caguas
"Inter American University of Puerto Rico, School of Optometry Residency in Primary Eye Care",PR,Bayamon
Instituto Educativo Premier,PR,Ponce
Global Institute,PR,San Juan
Scotland Educational Institute,PR,Bayamon
Tool and Dye Maker School,PR,Bayamon
Community Vocational School Tomas C. Ongay,PR,Bayamon
Community Vocational School Carlos F. Daniels,PR,Carolina
Community Vocational School Jose A. Montanez Genaro,PR,Manati
Century College,PR,San Juan
D'Mart Institute - Vega Alta,PR,Vega Alta
Escuela Hotelera de San Juan - Maaguez,PR,Mayaguez
Serbia's Technical College,PR,Guayama
Innovative Detective Institute,PR,Bayamon
University of Puerto Rico Dietetic Internsip,PR,San Juan
VA Medical Center San Juan Dietetic Internship,PR,San Juan
VA Caribbean Healthcare System Psychology Internship,PR,San Juan
University of Puerto Rico School of Dentistry General Practice Residency 12 Months,PR,San Juan
University of Puerto Rico School of Dentistry Predoctoral Internship,PR,San Juan
BR Global Learning,PR,Hato Rey
Palau Community College,PW,Koror
Empire Beauty School - Providence,RI,Providence
Brown University,RI,Providence
Bryant University,RI,Smithfield
Johnson & Wales University,RI,Providence
New England Institute of Technology,RI,Warwick
New England Tractor Trailer Training School,RI,Pawtucket
Newport School of Hairdressing,RI,Pawtucket
Providence College,RI,Providence
Rhode Island College,RI,Providence
Rhode Island Hospital,RI,Providence
Community College of Rhode Island,RI,Warwick
University of Rhode Island,RI,Kingston
Rhode Island School of Design,RI,Providence
Roger Williams University,RI,Bristol
Salve Regina University,RI,Newport
Sawyer School - Pawtucket,RI,Pawtucket
St Joseph School of Nursing,RI,North Providence
Empire Beauty School - Warwick,RI,Warwick
Memorial Hospital of Rhode Island,RI,Pawtucket
Roger Williams University School of Law,RI,Bristol
"U.S. Naval War College, The",RI,Newport
Lincoln Technical Institute - Lincoln,RI,Lincoln
St. Joseph Hospital-School of Anesthesia for Nurses,RI,North Providence
International Yacht Restoration School,RI,Newport
Paul Mitchell the School - Cranston,RI,Cranston
IMEDIA,RI,Providence
Mater Ecclesiae College,RI,Greenville
The Chaplaincy Center,RI,Providence
Rhode Island Hospital Division of Dentistry General Practice Residency 12 Months,RI,Providence
"Veterans Affairs Medical Center, Providence - RI Advanced Education in General Dentistry 12 Months",RI,Providence
Providence Veterans Affairs Medical Center Residency in Primary Care/Ocular Disease,RI,Providence
Toni & Guy Hairdressing Academy - Cranston,RI,Cranston
University of Rhode Island Dietetic Internship,RI,Kingston
Brown University Psychology Internship,RI,Providence
Brown University Residency in Clinical Psychology,RI,Providence
Aiken Technical College,SC,Graniteville
Allen University,SC,Columbia
AnMed Health Medical Center,SC,Anderson
Charleston Southern University,SC,Charleston
Technical College of the Lowcountry,SC,Beaufort
Benedict College,SC,Columbia
Southern Wesleyan University,SC,Central
Charleston Cosmetology Institute,SC,Charleston
College of Charleston,SC,Charleston
Charzanne Beauty College,SC,Greenwood
Northeastern Technical College,SC,Cheraw
The Citadel,SC,Charleston
Claflin University,SC,Orangeburg
Clemson University,SC,Clemson
Clinton Junior College,SC,Rock Hill
Coker College,SC,Hartsville
Columbia Beauty School,SC,Cayce
Columbia International University,SC,Columbia
Converse College,SC,Spartanburg
Denmark Technical College,SC,Denmark
Erskine College,SC,Due West
Florence-Darlington Technical College,SC,Florence
Forrest College,SC,Anderson
Francis Marion University,SC,Florence
Furman University,SC,Greenville
Greenville Technical College,SC,Greenville
Horry-Georgetown Technical College,SC,Conway
Kenneth Shuler School of Cosmetology and Hair Design,SC,North Augusta
Kenneth Shuler School of Cosmetology and Nail Design,SC,Columbia
Lander University,SC,Greenwood
Limestone College,SC,Gaffney
Lutheran Theological Southern Seminary,SC,Columbia
"Styletrends Barber & Hairstyling Academy, Inc.",SC,Rock Hill
Medical University of South Carolina,SC,Charleston
Midlands Technical College,SC,West Columbia
Morris College,SC,Sumter
Newberry College,SC,Newberry
North Greenville University,SC,Tigerville
Orangeburg Calhoun Technical College,SC,Orangeburg
Piedmont Technical College,SC,Greenwood
Presbyterian College,SC,Clinton
University of South Carolina - Aiken,SC,Aiken
University of South Carolina - Beaufort,SC,Bluffton
University of South Carolina - Columbia,SC,Columbia
Coastal Carolina University,SC,Conway
South Carolina State University,SC,Orangeburg
University of South Carolina - Upstate,SC,Spartanburg
Sherman College of Chiropractic,SC,Spartanburg
Spartanburg Methodist College,SC,Spartanburg
Spartanburg Technical College,SC,Spartanburg
Central Carolina Technical College,SC,Sumter
Sumter Beauty College,SC,Sumter
Tri-County Technical College,SC,Pendleton
Trident Technical College,SC,Charleston
Voorhees College,SC,Denmark
Williamsburg Technical College,SC,Kingstree
Winthrop University,SC,Rock Hill
Wofford College,SC,Spartanburg
York Technical College,SC,Rock Hill
Academy of Hair Technology,SC,Greenville
Southern Methodist College,SC,Orangeburg
CONWAY SCHOOL OF PRACTICAL NURSING,SC,CONWAY
Plaza School of Beauty,SC,Rock Hill
Strand College of Hair Design,SC,Myrtle Beach
Centura College,SC,North Charleston
Lacy Cosmetology School,SC,Aiken
South Carolina School of Healing Arts,SC,Charleston
Southeastern Institute - North Charleston,SC,North Charleston
LeGrand Institute of Cosmetology Inc,SC,Camden
Southeastern Institute - Columbia,SC,Columbia
WestGate Training & Consult. Network,SC,Spartanburg
Institute for Guided Studies (MEPI),SC,Camden
Harley's Beauty & Barber Career Institute,SC,Columbia
Kenneth Shuler School of Cosmetology,SC,Spartanburg
Platinum Shear School of Cosmetology,SC,Orangeburg
Bamberg Job Corps Center,SC,Bamberg
"Wackenhut Services, Inc., Savannah River Site",SC,Aiken
National Center for Credibility Assessment,SC,Columbia
Bob Jones University,SC,Greenville
W. L. Bonner College,SC,Columbia
Charleston School of Law,SC,Charleston
South Carolina Department of Health Dietetic Internship,SC,Columbia
Dorn VAMC Residency in Primary Eye Care,SC,Columbia
William S. Hall Psychiatric Institute Psychology Internship,SC,Columbia
"Dale Carnegie Training of South Carolina , LLC",SC,Mt. Pleasant
"Charleston School of Massage, Inc. d/b/a South Carolina School of the",SC,Charleston
Bon Secours St. Francis Hospital and Roper Hospital,SC,Charleston
"C M Tucker, Jr. Nursing Care Center",SC,Columbia
Greenville Hospital System,SC,Greenville
Palmetto Health,SC,Columbia
Self Regional Medical Center,SC,Greenwood
Spartanburg Regional Medical Center,SC,Spartanburg
US Army Dental Activity/Fort Jackson Advanced Education in General Dentistry 12 Months,SC,Fort Jackson
Veterans Affairs Medical Center Dental Service Advanced Education in General Dentistry 12 Months,SC,Charleston
Palmetto Richland Memorial Hospital Dental Department General Practice Residency 12 Months,SC,Columbia
Aiken School of Cosmetology,SC,Aiken
Cosmetic Arts Institute,SC,Walterboro
Salon 496 Barber Academy,SC,Greenville
Montessori Teacher Training Institute of South Carolina (AMS),SC,Clemson
Florence School District #1 Montessori Teacher Program (AMS),SC,Florence
Remington College - Columbia Campus,SC,Columbia
"Palmetto Beauty School, Inc.",SC,Spartanburg
Ralph H. Johnson VAMC Residency in Low Vision and Primary Care Optometry,SC,Charleston
Marion County Technical Education Center,SC,Marion
Protocol School of Washington,SC,Irmo
"Jolei's Hair Institute, LLC",SC,Olanta
Clemson University Dietetic Internship,SC,Clemson
Medical University of South Carolina Dietetic Internship,SC,Charleston
Winthrop University Dietetic Intership,SC,Rock Hill
Clemson University Psychology Internship,SC,Clemson
University of South Carolina Psychology Internship,SC,Columbia
Naval Chaplaincy School and Center,SC,Fort Jackson
Medical University of South Carolina College of Dental Medicine Advanced Education in General Dentistry 12 Months,SC,Charleston
Medical University of South Carolina College of Dental Medicine Predoctoral Internship,SC,Charleston
Charleston Consortium Psychology Internship Program,SC,Charleston
Black Hills Beauty College,SD,Rapid City
Black Hills State University,SD,Spearfish
Kilian Community College,SD,Sioux Falls
Dakota State University,SD,Madison
Dakota Wesleyan University,SD,Mitchell
"Headlines Academy, Inc.",SD,Rapid City
SI TANKA UNIVERSITY-HURON CAMPUS,SD,HURON
Lake Area Technical Institute,SD,Watertown
Avera McKennan Hospital,SD,Sioux Falls
Mitchell Technical Institute,SD,Mitchell
Mount Marty College,SD,Yankton
National American University - Rapid City,SD,Rapid City
Sioux Falls Seminary,SD,Sioux Falls
Northern State University,SD,Aberdeen
Oglala Lakota College,SD,Kyle
Presentation College,SD,Aberdeen
Rapid City Regional Hospital,SD,Rapid City
Avera Sacred Heart Hospital,SD,Yankton
South Dakota School of Mines and Technology,SD,Rapid City
South Dakota State University,SD,Brookings
Sinte Gleska University,SD,Mission
University of Sioux Falls,SD,Sioux Falls
Sanford Medical Center,SD,Sioux Falls
Sisseton Wahpeton College,SD,Agency Village
Southeast Technical Institute,SD,Sioux Falls
Stewart School,SD,Sioux Falls
University of South Dakota,SD,Vermillion
Western Dakota Technical Institute,SD,Rapid City
VA Black Hills Health Care System Psychology Internship,SD,Fort Meade
Leadership Training Institute Dale Carnegie Training,SD,Sioux Falls
Avera Health,SD,Sioux Falls
"Bethesda Christian Counseling Midwest, Inc. 'Care for Community'",SD,Sioux Falls
Boxelder Job Corps Center,SD,Nemo
Hot Rod Institute,SD,Rapid City
University of South Dakota Dietetic Internship,SD,Sioux Falls
American Baptist College,TN,Nashville
Arnolds Beauty School,TN,Milan
Tennessee Technology Center at Athens,TN,Athens
Austin Peay State University,TN,Clarksville
Baptist Memorial College of Health Sciences,TN,Memphis
Belmont University,TN,Nashville
Carson-Newman College,TN,Jefferson City
Chattanooga State Community College,TN,Chattanooga
Christian Brothers University,TN,Memphis
Pentecostal Theological Seminary,TN,Cleveland
Cleveland State Community College,TN,Cleveland
Columbia State Community College,TN,Columbia
Tennessee Technology Center at Covington,TN,Covington
Cumberland University,TN,Lebanon
Lipscomb University,TN,Nashville
Tennessee Technology Center at Dickson,TN,Dickson
Daymar Institute - Nashville,TN,Nashville
Dyersburg State Community College,TN,Dyersburg
East Tennessee State University,TN,Johnson City
Chattanooga College - Med. & Dental Tech Careers,TN,Chattanooga
Tennessee Technology Center at Elizabethton,TN,Elizabethton
Emmanuel Christian Seminary,TN,Johnson City
Fayetteville College of Cosmetology Arts & Sciences,TN,Fayetteville
Fisk University,TN,Nashville
Free Will Baptist Bible College,TN,Nashville
Freed-Hardeman University,TN,Henderson
Tennessee Technology Center at Harriman,TN,Harriman
Tennessee Technology Center at Hartsville,TN,Hartsville
Hiwassee College,TN,Madisonville
Tennessee Technology Center at Hohenwald,TN,Hohenwald
Tennessee Technology Center at Jacksboro,TN,Jacksboro
Jackson State Community College,TN,Jackson
John A Gupton College,TN,Nashville
Johnson University,TN,Knoxville
Paul Mitchell the School - Antioch,TN,Antioch
King College,TN,Bristol
South College,TN,Knoxville
Lambuth University,TN,Jackson
Lane College,TN,Jackson
LeMoyne-Owen College,TN,Memphis
Lee University,TN,Cleveland
Lincoln Memorial University,TN,Harrogate
Tennessee Technology Center at Livingston,TN,Livingston
Martin Methodist College,TN,Pulaski
Maryville College,TN,Maryville
New Wave Hair Academy,TN,Jackson
Tennessee Technology Center at McKenzie,TN,McKenzie
Middle Tennessee School of Cosmetology,TN,Cookeville
Meharry Medical College,TN,Nashville
Memphis College of Art,TN,Memphis
Tennessee Technology Center at Memphis,TN,Memphis
University of Memphis,TN,Memphis
Memphis Theological Seminary,TN,Memphis
Methodist Healthcare,TN,Memphis
Methodist Hospital School of Nursing,TN,Memphis
"Mid-America Baptist Theological Seminary, Germantown",TN,Germantown
Victory University,TN,Memphis
Middle Tennessee State University,TN,Murfreesboro
Middle Tennessee School of Anesthesia Inc,TN,Madison
Milligan College,TN,Milligan College
Tennessee Technology Center at Morristown,TN,Morristown
Motlow State Community College,TN,Tullahoma
Tennessee Technology Center at Murfreesboro,TN,Murfreesboro
Nashville Auto Diesel College Inc,TN,Nashville
Nashville College of Medical Careers,TN,Madison
Nashville General Hospital,TN,Nashville
Nashville State Community College,TN,Nashville
Tennessee Technology Center at Newbern,TN,Newbern
O'More College of Design,TN,Franklin
Tennessee Technology Center at Paris,TN,Paris
Plaza Beauty School,TN,Memphis
Knox International 2000 Beauty College,TN,Chattanooga
Tennessee Technology Center at Pulaski,TN,Pulaski
Rhodes College,TN,Memphis
Tennessee Technology Center at Ripley,TN,Ripley
Roane State Community College,TN,Harriman
Tennessee Technology Center at Crump,TN,Crump
Southwest Tennessee Community College,TN,Memphis
Tennessee Technology Center at Shelbyville,TN,Shelbyville
The University of the South,TN,Sewanee
Tennessee Technology Center at Oneida/Huntsville,TN,Huntsville
Tennessee Technology Center at Crossville,TN,Crossville
Tennessee Technology Center at McMinnville,TN,McMinnville
Tennessee Technology Center at Jackson,TN,Jackson
Tennessee Technology Center at Knoxville,TN,Knoxville
Tennessee Technology Center at Whiteville,TN,Whiteville
Pellissippi State Technical Community College,TN,Knoxville
Southern Adventist University,TN,Collegedale
Southern College of Optometry,TN,Memphis
Tennessee Wesleyan College,TN,Athens
The University of Tennessee - Chattanooga,TN,Chattanooga
University of Tennessee,TN,Knoxville
The University of Tennessee - Martin,TN,Martin
Fountainhead College of Technology,TN,Knoxville
Tennessee School of Beauty of Knoxville Inc,TN,Knoxville
Tennessee State University,TN,Nashville
Tennessee Technological University,TN,Cookeville
Tennessee Temple University,TN,Chattanooga
Trevecca Nazarene University,TN,Nashville
Northeast State Technical Community College,TN,Blountville
Tusculum College,TN,Greeneville
Union University,TN,Jackson
Vanderbilt University,TN,Nashville
Volunteer Beauty School,TN,Dyersburg
Volunteer State Community College,TN,Gallatin
Walters State Community College,TN,Morristown
West Tennessee Business College,TN,Jackson
William R. Moore College of Technology,TN,Memphis
Paul Mitchell the School Knoxville,TN,Knoxville
Tennessee Technology Center at Nashville,TN,Nashville
Temple Baptist Seminary,TN,Chattanooga
Nossi College of Art,TN,Goodlettsville
Huntington College of Health Sciences,TN,Knoxville
Mr. Wayne's School of Unisex Hair Design,TN,Cookeville
Southern Institute of Cosmetology,TN,Memphis
Queen City College,TN,Clarksville
Miller-Motte Technical College - Clarksville,TN,Clarksville
Genesis Career College:  Lebanon Campus,TN,Lebanon
National College of Business and Technology - Nashville,TN,Nashville
Volunteer Beauty Academy,TN,Madison
"Watkins College of Art, Design & Film",TN,Nashville
Franklin Academy,TN,Cleveland
Remington College-Memphis Campus,TN,Memphis
Tennessee Academy of Cosmetology,TN,Memphis
Fortis Institute - Cookeville,TN,Cookeville
North Central Institute,TN,Clarksville
Styles and Profiles Beauty College,TN,Selmer
New Directions Hair Academy,TN,Nashville
Tennessee Career College,TN,Nashville
Vatterott College - Memphis,TN,Memphis
Williamson Christian College,TN,Franklin
"International Barber & Style College, LLC",TN,Nashville
Remington College-Nashville Campus,TN,Nashville
Oxford Graduate School,TN,Dayton
Institute of Therapeutic Massage & Movement,TN,Nashville
Tennessee School of Massage,TN,Memphis
SAE Institute of Technology - Nashville,TN,Nashville
University of Tennessee at Chattanooga - Cadek Conservatory,TN,"Chattanooga,"
"Montessori Educators International, Inc (IND)",TN,Louisville
The Barber School,TN,Memphis
Pyramid Beauty School,TN,Memphis
Jacobs Creek Job Corps Civilian Conservation Center,TN,Bristol
Diamond Council of America,TN,Nashville
Seminary Extension Independent Study Institute,TN,Nashville
Visible Music College,TN,Memphis
Memphis Montessori Institute,TN,Cordova
Shear Majik School of Beauty,TN,Nashville
International English Institute,TN,Nashville
Defense Contract Audit Institute,TN,Memphis
Buchanan Beauty College,TN,Shelbyville
Dudley Nwani International,TN,Madison
Ezp's College of Barbering,TN,Chattanooga
Last Minute Cuts School of Barbering & Cosmetology,TN,Memphis
Mason Academy of Cosmetology,TN,Mason
Tennessee Career Institute,TN,Columbia
New Concepts School of Cosmetology,TN,Cleveland
Shear Academy,TN,Crossville
"Austin's Beauty College, Inc.",TN,Clarksville
National Health Care Corporation Dietetic Internship,TN,Murfreesboro
Memphis VAMC Residency in Primary Eye Care,TN,Memphis
Southern College of Optometry Residency in Pediatric and Visual Rehabilitation Optometry,TN,Memphis
Southern College of Optometry Residency in Primary Eye Care,TN,Memphis
West Tennessee Eye Residency in Family Practice,TN,Memphis
Wang Vision Institute Residency in Refractive and Ocular Surgery,TN,Nashville
Southern College of Optometry Residency in Low Vision Rehabilitation,TN,Memphis
"Veterans Affairs Medical Center, Memphis - TN",TN,Memphis
Cherokee Health Systems Psychology Internship,TN,Knoxville
Guidance Center Psychology Internship,TN,Murfreesboro
Tennessee Internship Consortium in Psychology,TN,Loudon
"Veterans Affairs Medical Center, Mountain Home - TN",TN,Mountain Home
Veterans Affairs Medical Center - Nashville TN,TN,Nashville
Knoxville Institute of Hair Design,TN,Knoxville
Elite College of Cosmetology,TN,Lexington
"Business Innovations Partners, LLC",TN,Nashville
TechSkills - Nashville,TN,Nashville
"Howard, Mohorn & Associates Dale Carnegie Training",TN,Collierville
Chattanooga Association for Clinical Pastoral Care,TN,Chattanooga
Johnson City Medical Center,TN,Johnson City
Kaplan Career Institute - Nashville,TN,Nashville
Love Beauty School,TN,Manchester
Southern Eye Associates Residency in Ocular Disease,TN,Memphis
Southern Massage Institute,TN,Collierville
TechSkills - Memphis,TN,Memphis
James H. Quillen Veterans Affairs Medical Center Residency in Hospital-Based Optometry,TN,Mountain Home
Smokey Mountain Trucking Institute,TN,Sevierville
Vanderbilt University Medical Center,TN,Nashville
University of Tennessee Medical Center at Knoxville,TN,Knoxville
Paul Mitchell the School - Memphis,TN,Bartlett
Meridian Institute for Surgical Assisting,TN,Nashville
All Saints Bible College,TN,Memphis
L'Ecole Culinaire - Cordova,TN,Cordova
Southeastern Institute,TN,Nashville
Vatterott Career College,TN,Memphis
Nashville Barber and Style Academy,TN,Nashville
St. Thomas/Nashville CPE Partnership,TN,Nashville
Mid-South Christian College,TN,Memphis
Franklin Hair Academy School of Cosmetology,TN,Franklin
Southern College of Optometry Residency in Cornea/Contact Lens and Refractive Surgery,TN,Memphis
Southern College of Optometry Residency in Vision Therapy and Low Vision Rehabilitation,TN,Memphis
Styles Barber College LLC,TN,Antioch
East Tennessee State University Dietetic Internship,TN,Johnson City
Lipscomb University Dietetic Internship,TN,Nashville
The University of Tennessee at Martin Dietetic Internship,TN,Martin
The University of Memphis Dietetic Internship,TN,Memphis
The University of Tennessee-Knoxville Dietetic Internship,TN,Knoxville
Memphis VA Medical Center Dietetic Internship,TN,Memphis
The University of Memphis Psychology Internship,TN,Memphis
Tennessee Professional Psychology Internship Consortium,TN,Memphis
University of Tennessee - Knoxville Counseling Center Psychology Internship,TN,Knoxville
Vanderbilt University/VA Internship Consortium,TN,Nashville
Memphis VA Medical Center Psychology Internship,TN,Memphis
James H. Quillen Veterans Affairs Medical Center Psychology Internship,TN,Mountain Home
Memphis VA Medical Center Residency in Clinical Psychology,TN,Memphis
Meharry Medical College School of Dentistry General Practice Residency 12 Months,TN,Nashville
Meharry Medical College School of Dentistry Predoctoral Internship,TN,Nashville
University of Tennessee College of Dentistry Predoctoral Internship,TN,Memphis
University of Tennessee Medical Center Dental General Practice Residency 12 Months,TN,Knoxville
Veterans Affairs Medical Center/Memphis Dental General Practice Residency 12 Months,TN,Memphis
The Salon Professional Academy - Nashville,TN,Nashville
Tennessee Board of Regents,TN,Nashville
Vibe Barber College,TN,Memphis
S.W. School of business and Technbical Careers,TX,Del Rio
Abilene Christian University,TX,Abilene
I.T.S. Academy of Beauty - Fort Worth,TX,Fort Worth
I.T.S. Academy of Beauty,TX,Mesquite
I.T.S. Academy of Beauty - Arlington,TX,Arlington
I.T.S. Academy of Beauty - Hurst,TX,Hurst
Alvin Community College,TX,Alvin
Amarillo College,TX,Amarillo
Amberton University,TX,Garland
American Commercial College,TX,San Angelo
American Commercial College - Abilene,TX,Abilene
American Commercial College of Texas,TX,Odessa
ATI Technical Training Center,TX,Dallas
Angelina College,TX,Lufkin
Angelo State University,TX,San Angelo
Arlington Baptist College,TX,Arlington
Arlington Career Institute,TX,Grand Prairie
The Art Institute of Houston,TX,Houston
Austin College,TX,Sherman
Austin Community College,TX,Austin
Austin Presbyterian Theological Seminary,TX,Austin
Baldwin Beauty School 5,TX,Austin
Memorial Hermann Baptist Hospital,TX,Beaumont
Baptist Health System School of Health Professions,TX,San Antonio
Baptist Missionary Association Theological Seminary,TX,Jacksonville
Texas A & M University System Health Science Center,TX,College Station
Baylor College of Medicine,TX,Houston
Baylor University,TX,Waco
Coastal Bend College,TX,Beeville
Harris County Hospital Dist./Ben Taub General Hospital,TX,Houston
Blinn College,TX,Brenham
Remington College - Dallas Campus,TX,Garland
Vet Tech Institute of Houston,TX,Houston
Brazosport College,TX,Lake Jackson
Brookhaven College,TX,Farmers Branch
Capitol City Trade and Technical School,TX,Austin
Cedar Valley College,TX,Lancaster
Central Texas College,TX,Killeen
Charles and Sues School of Hair Design,TX,Bryan
Institute of Cosmetology & Esthetics,TX,Houston
Cisco Junior College,TX,Cisco
Citizens Medical Center,TX,Victoria
Clarendon College,TX,Clarendon
Concordia University at Austin,TX,Austin
Conlee's College of Cosmetology,TX,Kerrville
North Central Texas College,TX,Gainesville
Texas A & M University - Corpus Christi,TX,Corpus Christi
Cosmetology Career Center - A Paul Mitchell Partner School,TX,Carrollton
Court Reporting Institute of Dallas,TX,Dallas
The Criswell College,TX,Dallas
Dallas Baptist University,TX,Dallas
Dallas Christian College,TX,Dallas
Dallas Institute of Funeral Service,TX,Dallas
Dallas Theological Seminary,TX,Dallas
University of Dallas,TX,Irving
Del Mar College,TX,Corpus Christi
Career Point College,TX,San Antonio
East Texas Baptist University,TX,Marshall
Careers Unlimited,TX,Tyler
Texas A & M University - Texarkana,TX,Texarkana
Texas A & M University - Commerce,TX,Commerce
Eastfield College,TX,Mesquite
El Centro College,TX,Dallas
El Paso Community College,TX,El Paso
Western Technical College,TX,El Paso
Seminary of the Southwest,TX,Austin
Exposito School of Hair Design Ltd,TX,Amarillo
The Art Institute of Dallas,TX,Dallas
Fort Worth Beauty School,TX,Fort Worth
Frank Phillips College,TX,Borger
Franklin Beauty School,TX,Houston
Galveston College,TX,Galveston
Grayson County College,TX,Denison
Gulf Coast Trades Center,TX,New Waverly
Hallmark College of Technology,TX,San Antonio
Hardin-Simmons University,TX,Abilene
Trinity Valley Community College,TX,Athens
Hill College,TX,Hillsboro
Houston Baptist University,TX,Houston
University of Houston-Clear Lake,TX,Houston
Houston Community College System,TX,Houston
University of Houston-Downtown,TX,Houston
Houston Montessori Center(AMS),TX,Houston
University of Houston-Victoria,TX,Victoria
University of Houston,TX,Houston
Howard College,TX,Big Spring
Howard Payne University,TX,Brownwood
Huston-Tillotson University,TX,Austin
University of the Incarnate Word,TX,San Antonio
International Business College - Lubbock,TX,Lubbock
Franklin College - El Paso,TX,El Paso
Austin Business College,TX,Austin
Jacksonville College-Main Campus,TX,Jacksonville
Jarvis Christian College,TX,Hawkins
KD College Conservatory of Film and Dramatic Arts,TX,Dallas
Kilgore College,TX,Kilgore
Lamar University,TX,Beaumont
Lamar State College - Orange,TX,Orange
Lamar State College - Port Arthur,TX,Port Arthur
Laredo Beauty College Inc,TX,Laredo
Laredo Community College,TX,Laredo
Texas A & M International University,TX,Laredo
Lee College,TX,Baytown
LeTourneau University,TX,Longview
Lincoln College of Technology - Grand Prairie,TX,Grand Prairie
Lon Morris College,TX,Jacksonville
Lubbock Hair Academy,TX,Lubbock
Lubbock Christian University,TX,Lubbock
College of the Mainland,TX,Texas City
University of Mary Hardin-Baylor,TX,Belton
McLennan Community College,TX,Waco
McMurry University,TX,Abilene
Memorial City Hospital/Memorial Hermann,TX,Houston
Covenant School of Nursing and Allied Health,TX,Lubbock
Covenant Medical Center,TX,Lubbock
Metroplex Beauty School,TX,Mesquite
MTI College of Business and Technology,TX,Houston
Midland College,TX,Midland
Midwestern State University,TX,Wichita Falls
Mims Classic Beauty College,TX,San Antonio
